1	5678	3742
2	7267	4779
3	1249	600
4	4959	2123
5	7388	3879
6	5650	3023
7	5803	3824
8	6713	4154
9	5387	4623
10	5316	3554
11	6660	4193
12	6237	4332
13	4584	2643
14	7351	3877
15	5540	3468
16	1047	3602
17	7705	4065
18	6524	4207
19	7606	5009
20	7104	2510
21	5637	1558
22	7603	3690
23	1253	580
24	7798	5709
25	3229	3312
26	6651	1534
27	7338	4481
28	1721	1165
29	8594	1510
30	7750	3760
31	7752	4721
32	5336	3943
33	6422	2820
34	7679	4581
35	3832	4410
36	7160	4370
37	464	1773
38	536	3481
39	7218	1773
40	2372	1084
41	4569	886
42	7673	4718
43	6425	3867
44	6803	1886
45	5930	1151
46	5788	1053
47	5539	3235
48	7724	5210
49	7547	5503
50	3950	4215
51	6911	4296
52	7458	4428
53	5597	3993
54	6891	4075
55	5685	4546
56	199	3743
57	7576	4915
58	250	3578
59	7542	4198
60	7207	4270
61	6567	3922
62	4488	2378
63	7715	3086
64	993	1084
65	6058	4426
66	6468	3050
67	5914	1682
68	7905	1921
69	450	1274
70	6798	3610
71	7238	2957
72	5541	3769
73	7152	2000
74	7841	3818
75	6833	3618
76	7909	3912
77	7716	4909
78	6607	4173
79	8229	1905
80	4929	2803
81	7696	3486
82	2647	485
83	659	1331
84	6113	3101
85	5964	3935
86	354	1950
87	1263	2734
88	240	2327
89	6779	4273
90	7443	4375
91	7259	4630
92	1212	603
93	7416	1953
94	552	1526
95	5114	1430
96	5111	3569
97	7321	3429
98	863	3219
99	1415	628
100	1882	2684
101	1443	459
102	6258	1354
103	7494	3430
104	7622	4917
105	7417	4788
106	7698	4745
107	7633	3499
108	5840	1325
109	7667	3608
110	5871	4202
111	7295	4887
112	7927	5365
113	7448	2291
114	4619	1132
115	5469	10
116	6312	4126
117	6008	4117
118	5821	3086
119	2835	2912
120	7349	4219
121	7913	5280
122	7506	4138
123	1361	637
124	5881	2817
125	6259	4030
126	4196	2929
127	4602	4478
128	2908	1681
129	7124	4039
130	6241	4268
131	4996	2115
132	5168	4208
133	3233	2329
134	7087	2274
135	6007	2359
136	6136	1243
137	7744	4933
138	5778	3813
139	3174	2627
140	8292	1383
141	5531	3011
142	6427	3717
143	7822	1992
144	5393	355
145	893	1161
146	7316	3360
147	4496	3844
148	5315	3557
